Target	Compound	True	RFR	MLPR	LR
CHEMBL1907602	CHEMBL2336379	-6.802395	-7.314268799384661	-7.431790867775814	-7.549173906245322
CHEMBL5407	CHEMBL2035633	-2.397895	-3.285506139882461	-2.1596280920505135	-3.0535842784704457
CHEMBL4523	CHEMBL3298823	-6.514713	-6.3762437235259775	-7.500236037667477	-6.6775601992637315
CHEMBL258	CHEMBL461139	-8.699515	-6.191170495988266	-7.464997841815837	-9.883841138819445
CHEMBL1974	CHEMBL3109356	-1.386294	-2.140358122069606	-1.5779070629665712	-3.031407447704807
CHEMBL1957	CHEMBL3907042	-4.60517	-4.581485459805771	-4.533864701110296	-4.248175063793212
CHEMBL203	CHEMBL288441	-3.970292	-7.400416933883703	-8.133645409209176	-7.042923325441972
CHEMBL2147	CHEMBL4102316	-6.579251	-3.2931669531208634	-5.112983737747249	-3.2928515791376824
CHEMBL1957	CHEMBL1256425	-3.808882	-4.808653713207528	-5.163937004230258	-4.968872018216895
CHEMBL258	CHEMBL1084451	-5.958425	-5.838700135300349	-6.9451273199792825	-6.739146435611721
CHEMBL4142	CHEMBL3925322	-4.351825	-4.352750602371582	-5.351747705722343	-4.561841711345508
CHEMBL1862	CHEMBL1642	-6.063785	-4.973120027261562	-6.175664420908469	-5.1068829939201725
CHEMBL1957	CHEMBL3944498	-4.60517	-4.385599211862095	-4.631721457743124	-3.943423897709799
CHEMBL2276	CHEMBL1788116	-5.010635	-5.46719145404441	-5.525921784915882	-6.084762195369395
CHEMBL301	CHEMBL526110	1.203973	-3.3582086705092467	-1.2123121671854906	-3.44687200257838
CHEMBL2749	CHEMBL106232	-6.565265	-7.1229643020000015	-7.144264668330308	-7.2428400327138105
CHEMBL203	CHEMBL4088971	-3.78419	-1.3996173392882016	1.649373441519846	-5.376713527669156
CHEMBL4937	CHEMBL3955665	-3.453157	-2.981944451844017	-3.2939206223630504	-3.235032681312377
CHEMBL3905	CHEMBL598797	-6.733402	-5.187841890276864	-4.632142952156649	-2.4992964989720923
CHEMBL2971	CHEMBL2181320	-3.970292	-4.539816213174203	-3.5469634592576083	-4.634509685080598
CHEMBL1862	CHEMBL510516	-5.961005	-4.456970609333332	-4.3023341713947	-4.732613533729271
CHEMBL203	CHEMBL1242028	-8.839277	-6.898728794357212	-7.387089443469103	-6.762181224560649
CHEMBL2094128	CHEMBL1643207	-5.736572	-6.181826118529527	-5.403049945214599	-6.043944979016859
CHEMBL3553	CHEMBL3589165	-2.772589	-4.078165158735396	-2.3888067576573357	-4.3963532007849855
CHEMBL2996	CHEMBL567930	-3.218876	-4.390602578199289	-4.094352430423059	-4.306168299244866
CHEMBL258	CHEMBL1076470	-2.484907	-3.3859728752016682	-2.3907866324371594	-3.3095013724831386
CHEMBL1824	CHEMBL402316	-4.330733	-5.237296354803643	-5.928239290461562	-4.804020297039971
CHEMBL2695	CHEMBL3642332	-6.959399	-8.033769927921215	-8.995624490198795	-7.064423359215231
CHEMBL4036	CHEMBL2321965	-6.39693	-4.83149915	-4.475582391207195	-5.567817713616647
CHEMBL1955	CHEMBL3764474	-1.386294	-2.8746011428228364	-5.0104004609023445	-4.540878877839027
CHEMBL2431	CHEMBL3699775	-4.60517	-4.743402936233514	-4.431789220663882	-4.9973717444712324
CHEMBL1907601	CHEMBL148638	-5.010635	-6.6542572188172695	-7.392724416256502	-6.759440967636948
CHEMBL299	CHEMBL3943813	1.89712	1.3242785800000005	2.0506655740811928	0.7880429351550706
CHEMBL1913	CHEMBL475796	-7.901007	-6.514668787644175	-8.009203421152451	-9.112201722183475
CHEMBL3529	CHEMBL3938197	-3.401197	-4.458275502511836	-3.8517329399359244	-4.633517917576154
CHEMBL3920	CHEMBL477817	-1.335001	-3.6911673355554924	-3.4450186024448106	-3.7737328130095884
CHEMBL2971	CHEMBL1081377	-5.808142	-5.045407877236233	-5.699798575341197	-5.991274226959225
CHEMBL4142	CHEMBL3912505	-4.3979	-2.782043560196026	-3.4931856128395866	-2.928942252531532
CHEMBL2599	CHEMBL3946614	-3.465736	-4.635801862087405	-4.193749000906985	-4.380537695955528
CHEMBL1936	CHEMBL194366	-5.192957	-3.810907056070135	-4.0322425528464905	-4.300877133032264
CHEMBL3905	CHEMBL1808264	-2.302585	-5.328322085677711	-6.168885893629504	-5.065355423974856
CHEMBL2292	CHEMBL3787093	-8.536996	-8.252394167682539	-7.753695062679051	-7.227527340261171
CHEMBL2095227	CHEMBL194939	-4.941642	-5.832890818127673	-6.1542798249544415	-5.957969611765416
CHEMBL4142	CHEMBL3906938	-2.279521	-3.087145217346213	-1.7876639887980033	-3.01581832733381
CHEMBL279	CHEMBL3900858	-6.907755	-5.696132939587868	-5.964302861027314	-5.051128380679564
CHEMBL4247	CHEMBL3263978	-3.583519	-2.644298855541126	-2.0810836458751707	-2.9503535308067077
CHEMBL5314	CHEMBL3092785	-6.44572	-6.580865030975742	-6.227617913173054	-5.857535932013709
CHEMBL279	CHEMBL3982416	-8.519564	-6.84479751607195	-5.198464550571412	-6.886448411374647
CHEMBL2971	CHEMBL3919766	-3.465736	-4.425134258252352	-4.395605770099184	-4.196954352240963
CHEMBL279	CHEMBL3959774	-3.912023	-3.9396288747883386	-3.854683239202341	-4.288782680536933
CHEMBL2185	CHEMBL1270997	-2.564949	-3.091608707522551	-4.114659262350714	-3.7606948762889334
CHEMBL3038477	CHEMBL3963501	-4.60517	-3.5380972490358324	-4.2038400718597	-3.8890771611480996
CHEMBL1974	CHEMBL3961597	-2.564949	-2.6248565589491593	-2.1632383559761523	-2.576867535053645
CHEMBL1907600	CHEMBL77584	-8.006368	-7.648974280867548	-7.1942642715702005	-6.869750320267066
CHEMBL2637	CHEMBL4082278	-0.693147	-2.078912865255993	-0.9716819367563617	-1.6550387604879386
CHEMBL3024	CHEMBL483526	-2.104134	-2.7443919267381	-2.2247155767306825	-3.8947671922340277
CHEMBL2815	CHEMBL1794057	-1.94591	-2.910772188384338	-1.4983355131005194	-2.8035887368942363
CHEMBL5408	CHEMBL3925708	-6.791221	-5.4253118940853655	-6.741226851184677	-6.562837091694615
CHEMBL3650	CHEMBL3931790	-0.598837	-1.4468894779545116	-1.3900247461192499	-0.826419041293633
CHEMBL2815	CHEMBL3673484	-3.931826	-1.3538450302688432	-1.3271848402353954	-1.9731449395114864
CHEMBL4722	CHEMBL245574	-6.309918	-5.616800758033868	-6.879181987489545	-5.850119865608474
CHEMBL2068	CHEMBL3952048	-3.912023	-6.348551693333315	-6.919967182183659	-6.2353213953495565
CHEMBL1936	CHEMBL4072731	-0.875469	-4.154796742448721	-4.642464099356194	-4.295331223949886
CHEMBL1955	CHEMBL572881	-1.791759	-3.370123797947747	-4.416344459187909	-2.1536678140276573
CHEMBL3529	CHEMBL3650717	-3.401197	-3.8280908103421107	-3.866911256877567	-3.9584175423032013
CHEMBL279	CHEMBL3622958	-6.481577	-6.287391081990706	-5.442597903579167	-6.06200306334984
CHEMBL3717	CHEMBL3798257	-6.907755	-6.3330203431485375	-6.030120006362617	-6.5275333894045895
CHEMBL279	CHEMBL401064	-6.907755	-6.248590842525022	-7.593749710232109	-5.1112805703196
CHEMBL1936	CHEMBL1278233	-1.386294	-1.9768301074782701	-0.4211949988191146	-1.7267509612163936
CHEMBL279	CHEMBL3923808	-7.552479	-7.527430640624482	-7.637976310358316	-7.311096097527608
CHEMBL2094128	CHEMBL599824	-5.164786	-5.384483996725882	-5.2576433498590625	-5.473387695132152
CHEMBL2828	CHEMBL3925264	-6.769642	-3.481616733882014	-4.363086761882572	-4.114218764307951
CHEMBL1844	CHEMBL4072731	-5.075174	-3.8628031585065106	-2.3307328188672414	-3.4264017236354665
CHEMBL1981	CHEMBL1939320	-6.159095	-6.817932817888419	-7.089961203736865	-6.541667184931486
CHEMBL2148	CHEMBL3954540	-2.639057	-3.459529232398039	-2.997636937252979	-3.79938927685496
CHEMBL3973	CHEMBL3925081	-1.749895	-2.2340521035575214	-1.8459773679600797	-2.6582647847350187
CHEMBL2695	CHEMBL3642330	-9.21024	-7.654927498622122	-8.774559559447349	-7.103675078061762
CHEMBL279	CHEMBL3927549	-3.912023	-4.906904754602206	-5.057156375623438	-4.859551918059351
CHEMBL1824	CHEMBL3909603	-6.907755	-5.48783403874981	-6.973275746849257	-5.365211200418113
CHEMBL331	CHEMBL525194	-4.382027	-4.799251223228686	-6.118579379011423	-4.617879953449151
CHEMBL260	CHEMBL270692	-4.356709	-6.810569489681893	-8.822255124726054	-9.145874311851149
CHEMBL4501	CHEMBL3675421	-0.09531	-0.20036446816547732	-0.10809862275953697	-0.33338097887132356
CHEMBL279	CHEMBL3753811	-4.668333	-4.70412398204028	-4.337442698209375	-4.796566050587337
CHEMBL5407	CHEMBL3651995	-1.609438	-1.6164951828420948	-2.159885794536393	-3.1340727596673448
CHEMBL3650	CHEMBL3957533	-1.358409	-1.2706171163450644	-0.06686072728443959	-1.2764042399720754
CHEMBL1868	CHEMBL434311	-5.703782	-6.090691456512391	-5.982990199598449	-6.444107509334922
CHEMBL2292	CHEMBL4097256	-9.093807	-7.127198552685991	-8.068470498509445	-8.619659790799076
CHEMBL1957	CHEMBL473354	-8.101678	-6.576012373586499	-7.491407456159333	-7.671792642748379
CHEMBL4036	CHEMBL3775792	-0.0	-4.07348115	-3.66668362400298	-4.749160995421621
CHEMBL2695	CHEMBL3961598	-1.386294	-2.3820192166666683	-2.8473871672429123	-1.8947427151575251
CHEMBL4722	CHEMBL2012405	-4.382027	-2.268989301843737	-2.2123136441132205	-1.4520370441360866
CHEMBL1974	CHEMBL3593288	-3.89182	-2.7818006426244986	-1.4164908924101913	-2.462666511317262
CHEMBL258	CHEMBL261592	-7.600902	-6.287569366443619	-6.49626394412543	-8.899484053907788
CHEMBL1913	CHEMBL1630118	-7.495542	-7.703913248181233	-7.328874786276597	-8.32637139736298
CHEMBL1844	CHEMBL3673941	-4.60517	-4.560413494281024	-4.595167277424229	-4.878105540044522
CHEMBL3553	CHEMBL1651521	-8.38936	-5.045875034755741	-4.6921899231676765	-5.085583616182065
CHEMBL1957	CHEMBL3216699	-7.937375	-7.241732919864223	-8.390842265977563	-6.9943773957859126
CHEMBL3973	CHEMBL3893070	-3.684118	-4.1949201744902185	-4.277357391317362	-3.954108905555537
CHEMBL279	CHEMBL3739732	0.693147	-1.5326183759965755	-0.02380840689149473	-2.5841721017116575
CHEMBL4722	CHEMBL3675321	-1.902108	-5.367479533053639	-7.332746740827595	-5.230884754634744
CHEMBL331	CHEMBL3642024	-1.740466	-1.7133366312309488	-1.1627202287791052	-1.2378784720770888
CHEMBL1907601	CHEMBL436466	-7.377759	-6.781613669754413	-7.596072044790524	-7.057648310055162
CHEMBL1957	CHEMBL1256423	-5.852202	-4.760283243996628	-5.002461329412699	-5.230392826910009
CHEMBL2095217	CHEMBL3977079	-8.517193	-8.254995519999996	-8.532630818295335	-7.679861123145454
CHEMBL4376	CHEMBL3774667	-9.126959	-6.178846442453746	-5.977722493617686	-7.097654069612275
CHEMBL1957	CHEMBL3823165	-4.934474	-2.5799822939311277	-3.2282459792884617	-2.920380576221323
CHEMBL2148	CHEMBL3907394	-6.907755	-6.15965953109565	-5.697871901245607	-6.03576837733197
CHEMBL2041	CHEMBL3740721	-4.080922	-6.1313484139150525	-4.982746340093379	-6.1259371837709615
CHEMBL1981	CHEMBL2158587	-5.814131	-5.834950346623332	-5.678840437851174	-5.554542917646954
CHEMBL1936	CHEMBL2336040	-0.641854	-4.691351860157592	-3.2459538969212094	-4.176187379765708
CHEMBL4501	CHEMBL3670412	-0.182322	-0.5245357349425154	0.5522851622521514	-0.3667211755653117
CHEMBL1907600	CHEMBL1910198	-7.31322	-7.004779996459354	-7.449332151363416	-7.792789371950703
CHEMBL2971	CHEMBL3967682	-5.247024	-4.575592569912916	-4.625772161430784	-4.667290382089511
CHEMBL1907605	CHEMBL3716783	-3.401197	-5.064146463464154	-5.050545741951061	-4.668989941813604
CHEMBL203	CHEMBL208240	-6.516193	-3.734756360088777	-4.2375172533139525	-4.580521905151331
CHEMBL2276	CHEMBL374431	-5.966147	-4.97321219387899	-3.565809419082809	-4.789718722424174
CHEMBL4523	CHEMBL2017324	-0.693147	-1.9594338667319322	-0.6856356813100235	-2.193223786171415
CHEMBL301	CHEMBL3955818	-5.673323	-7.839304222198486	-7.725538620584707	-8.546122392827165
CHEMBL203	CHEMBL3425664	-8.881836	-7.437904790764948	-8.610801466147558	-6.046605435048697
CHEMBL2971	CHEMBL3642345	-3.031582	-4.095636902689466	-3.4832582170815334	-3.9365108446953565
CHEMBL3650	CHEMBL3900551	-5.549232	-1.7840967460813297	-4.352999943280607	-2.8655586618800397
CHEMBL1936	CHEMBL3358996	-5.991465	-7.395798994339453	-8.94927461419136	-7.00423821750875
CHEMBL2971	CHEMBL4080797	-2.70805	-3.73411320251023	-3.5325941944669728	-3.7209883039125655
CHEMBL1974	CHEMBL1945822	-4.70048	-3.7213694078879613	-3.832146969508281	-3.997993788466912
CHEMBL2148	CHEMBL3645091	-9.21024	-6.877852901541276	-9.025783575158343	-5.719012626737845
CHEMBL2828	CHEMBL3959158	-0.693147	-1.6767460951558928	-1.0833509574839995	-1.6639314581206848
CHEMBL203	CHEMBL104466	-8.216088	-7.480384538261828	-7.433023816092614	-6.994054219285868
CHEMBL1907601	CHEMBL182843	-1.386294	-2.1081910939565307	-0.5373411292702712	-2.6588096940176067
CHEMBL299	CHEMBL427118	-3.688879	-3.794129741166663	-3.685071719783558	-5.150070079961618
CHEMBL3038469	CHEMBL3109954	-9.093807	-6.181613711773682	-6.974087072712073	-6.972521192125535
CHEMBL4439	CHEMBL482129	-6.907755	-6.928478269999991	-6.9042274741277305	-7.024050458762325
CHEMBL2094128	CHEMBL578664	-6.55108	-5.733376996292178	-6.020939427394647	-6.126906475132632
CHEMBL1974	CHEMBL3937633	-1.609438	-8.881290067298597	-8.729719115319162	-8.176840311941849
CHEMBL4523	CHEMBL3264256	-6.49224	-5.509100829549072	-6.625213736000283	-4.703730293624318
CHEMBL2695	CHEMBL3644999	-9.21024	-7.400671772947579	-7.830971526723671	-7.947053788875113
CHEMBL203	CHEMBL3676342	-6.775366	-3.195757763666101	-2.9222109631908406	-3.631280823752329
CHEMBL308	CHEMBL272885	-6.907755	-5.874604487083825	-7.136700993076338	-7.226298999935514
CHEMBL1907600	CHEMBL407408	-5.991465	-5.541358527591159	-4.686266322189546	-5.767375024467231
CHEMBL279	CHEMBL3671499	-5.521461	-5.71517356715819	-5.726373971574756	-5.9279133207733405
CHEMBL299	CHEMBL90330	-7.863267	-4.106896401166662	-3.841134579847452	-4.123321612534349
CHEMBL2292	CHEMBL1407164	-5.043425	-4.938621562335076	-6.1886828968181495	-5.276481551609667
CHEMBL4282	CHEMBL1773733	-2.564949	-2.2799908576346675	-2.4919089663635248	-3.507833724782124
CHEMBL3650	CHEMBL208600	-4.406719	-3.893642882421644	-3.5875801704298516	-3.7605414012407827
CHEMBL2358	CHEMBL3895842	-7.824046	-7.101104277771693	-6.8916093746164995	-7.114194503914482
CHEMBL279	CHEMBL3352835	-8.098643	-5.617518526330782	-8.11790675765016	-4.377051366038368
CHEMBL1907602	CHEMBL3093080	-8.794825	-7.118249954145321	-7.458900844766647	-7.2285359068915565
CHEMBL1824	CHEMBL395591	-4.941642	-4.7382105401896455	-4.86849231121695	-4.699549067167767
CHEMBL4722	CHEMBL3675474	1.560648	0.5583348000145133	1.3393479607166943	1.0555769137934936
CHEMBL203	CHEMBL3676376	-3.139833	-4.137308295170851	-4.815819066551616	-3.19220470797899
CHEMBL1824	CHEMBL451074	-4.442651	-5.285099248691043	-4.290270307476165	-5.614035445795533
CHEMBL260	CHEMBL3899975	-5.805135	-4.792506161509625	-4.813463906591612	-4.8342341171623735
CHEMBL4282	CHEMBL3703161	-5.062595	-6.088317985959525	-7.0146894927994605	-5.169645746803596
CHEMBL3717	CHEMBL3357438	-2.014903	-4.309248565908133	-2.0181636809364845	-3.5325604590322923
CHEMBL331	CHEMBL3702088	-4.955827	-2.316154837363356	-1.2461198984543997	-2.5110451611604185
CHEMBL5491	CHEMBL211157	-9.179881	-6.764651295822026	-5.804159565268976	-6.91810963172378
CHEMBL2094126	CHEMBL189956	-8.517193	-8.356050719999999	-9.190894589385877	-8.883139011937185
CHEMBL1824	CHEMBL1922904	-4.787492	-2.9414109992489275	-3.7290119842597957	-3.3047993534065334
CHEMBL2292	CHEMBL3094435	-2.564949	-2.544420140931257	-2.24258806879699	-2.6307930282292746
CHEMBL2148	CHEMBL1078688	-6.455199	-6.212469493972881	-7.251817820877595	-4.704940744467985
CHEMBL1862	CHEMBL536073	-2.484907	-3.278932276190477	-3.3773437780058635	-3.675760093173695
CHEMBL4142	CHEMBL3890118	-2.993229	-2.2220606886536047	-3.2304710627370836	-2.6098941096332924
CHEMBL2094128	CHEMBL1947162	-3.044522	-5.394510569247206	-5.197232146824143	-5.336939206662744
CHEMBL3529	CHEMBL3894306	-3.401197	-3.4988378107656977	-3.2001285030952404	-3.696911414450301
CHEMBL279	CHEMBL382478	-6.536692	-6.125138569422947	-4.186161104736268	-6.9526482210463785
CHEMBL2637	CHEMBL1644623	-4.867534	-4.365977036258216	-4.643631726868511	-4.819966952022401
CHEMBL1955	CHEMBL1784637	-0.955511	-3.726634147337807	-3.5343669035231615	-0.9441135361503026
CHEMBL2358	CHEMBL3967199	-6.907755	-7.390457661152606	-7.8227120178235925	-7.227694279404342
CHEMBL4179	CHEMBL2204103	-9.13777	-6.730884719767028	-8.211852300354591	-6.7407904082431855
CHEMBL4501	CHEMBL3680396	-3.091042	-4.10444297477456	-3.8053955901451206	-4.517363961711593
CHEMBL4142	CHEMBL3986725	-2.832036	-2.739970311194743	-1.3220989420766989	-2.9120042705936857
CHEMBL2959	CHEMBL3944305	-3.401197	-3.404111929861782	-3.3484270374311675	-3.247736415804823
CHEMBL3920	CHEMBL595492	-3.178054	-2.443935970970332	-1.9944060183416163	-2.6956790341620955
CHEMBL4523	CHEMBL3918188	-3.042139	-3.4322667687862802	-3.2985109885213983	-2.8484239221836845
CHEMBL260	CHEMBL3695594	-2.484907	-2.5798811450751344	-3.2489759358584793	-1.974045453766733
CHEMBL4142	CHEMBL3676335	-4.454347	-3.259184273134386	-3.97072119414794	-4.020099501322534
CHEMBL1913	CHEMBL414001	-6.907755	-6.249751770521913	-6.622380144159542	-6.679401989641264
CHEMBL3717	CHEMBL3263978	-3.496508	-5.407735164255295	-6.433456783676883	-5.330198881894896
CHEMBL2815	CHEMBL4069365	-8.594154	-4.6215921666495765	-6.572493489070334	-4.51547201281474
CHEMBL203	CHEMBL1241860	-9.10498	-7.720752092342592	-8.821531923260517	-6.901405503039632
CHEMBL1868	CHEMBL204427	-2.302585	-3.7138772816336783	-2.6790505603797503	-3.995356060359508
CHEMBL1974	CHEMBL1668420	-6.380123	-5.446665536916279	-5.811065604823688	-4.475438066049786
CHEMBL2996	CHEMBL605086	-5.298317	-5.5557653638800275	-6.336409380328895	-5.024801844961726
CHEMBL1868	CHEMBL400216	-6.49224	-6.068158457847352	-5.823408144435207	-5.925122596329158
CHEMBL3038477	CHEMBL3962893	-4.60517	-3.858903016184626	-3.3419202216627806	-3.487422318874095
CHEMBL1974	CHEMBL1807472	-5.886104	-3.9038771612551333	-4.957135406537341	-4.402675986017303
CHEMBL4501	CHEMBL3675493	-2.302585	-3.089170539356454	-2.9880534871844002	-3.4498188259358615
CHEMBL2094128	CHEMBL326310	-6.907755	-5.5950940144272465	-4.480887380224617	-5.995849276070591
CHEMBL5314	CHEMBL3092788	-6.697034	-5.224789714409918	-4.477241695532722	-4.172570624223031
CHEMBL2637	CHEMBL1822148	-4.26268	-2.357153373333335	-2.7173722275343146	-2.214187086551191
CHEMBL5508	CHEMBL1179821	-6.813445	-6.50926152230677	-6.736860218064153	-6.274995833153545
CHEMBL2041	CHEMBL3596862	-4.941642	-4.876146542793653	-4.6598326178017	-5.456906577028645
CHEMBL2148	CHEMBL3644996	-9.21024	-6.301763860955335	-8.638014978906948	-6.637255755231641
CHEMBL3038477	CHEMBL3942463	-2.302585	-3.288434210632866	-2.2226326480114835	-3.7155314582139365
CHEMBL1844	CHEMBL4062192	-3.718438	-1.8345840400158633	-2.5628522308309183	-2.521289984398674
CHEMBL4040	CHEMBL12131	-7.26403	-5.697884410000001	-6.148583052522941	-5.543665550488575
CHEMBL1824	CHEMBL3968839	-6.464588	-6.0006790508759105	-7.261199647441793	-5.089773259227864
CHEMBL1936	CHEMBL3085834	-1.808289	-5.518334056999891	-4.733723281765361	-5.055539041754107
CHEMBL5570	CHEMBL2158223	-2.397895	-2.604487723761905	-1.2089391640914495	-2.021299997084035
CHEMBL2276	CHEMBL2420562	-4.941642	-5.123736986259383	-5.080323658037484	-5.170793760885684
CHEMBL4630	CHEMBL438485	-1.824549	-5.776666932481484	-5.425947990440017	-5.567291408501161
CHEMBL1913	CHEMBL3897137	-2.564949	-3.2311257034750476	-2.5627491125517476	-2.8388325247387995
CHEMBL203	CHEMBL1094196	-7.130899	-7.529194449147908	-7.898093412708437	-7.564394243800026
CHEMBL1907601	CHEMBL112582	-7.635304	-7.019022830036812	-8.674247966627535	-7.676285648943067
CHEMBL5491	CHEMBL460940	-2.484907	-3.501291794001318	-2.854098808081126	-3.516223883804055
CHEMBL4282	CHEMBL493874	-1.791759	-1.9838063852846157	-1.5480957516834675	-2.3179422143089328
CHEMBL2971	CHEMBL3904952	-4.339902	-6.548987394043726	-6.2494475114440835	-6.408312119224766
CHEMBL2185	CHEMBL3986609	-2.70805	-3.8792751556872456	-4.147855626754554	-4.916427589079955
CHEMBL4501	CHEMBL3680431	-3.401197	-2.783760751764594	-4.1498036773732805	-2.954273438322522
CHEMBL2094138	CHEMBL228042	-2.70805	-6.796232982527301	-6.854562082714812	-6.51665030589525
CHEMBL1868	CHEMBL240456	-7.630461	-6.110689906286529	-6.315105127893582	-6.246900028531422
CHEMBL2185	CHEMBL1765762	-8.980082	-7.877059071790732	-7.977519887146048	-7.351887639882753
CHEMBL4630	CHEMBL221736	-6.907755	-6.655998711178044	-6.771991654364146	-7.045384249083253
CHEMBL279	CHEMBL4088552	-8.632841	-8.233329116135046	-8.467973930745996	-7.414326536983964
CHEMBL279	CHEMBL358728	-5.703782	-5.506373996625999	-5.623196931782416	-5.9471774392510515
CHEMBL279	CHEMBL1242286	-7.610853	-6.505751857533381	-7.061621849278579	-6.672184134638449
CHEMBL4523	CHEMBL3687416	-3.900355	-3.526197290512859	-4.75196859139981	-3.0050713293401317
CHEMBL279	CHEMBL3963494	-5.877736	-5.1048172709416235	-6.6677169526878535	-5.886600606348632
CHEMBL279	CHEMBL3914717	-3.867026	-3.4037245046472857	-3.356763273209935	-3.529631500954128
CHEMBL1844	CHEMBL3678285	-1.609438	-2.3159765797191	-1.3675593292929622	-0.9714473923827391
CHEMBL308	CHEMBL99037	-7.377759	-6.679498572938066	-6.073342692998753	-6.519697049812801
CHEMBL279	CHEMBL3221259	-8.49699	-7.637605804869475	-8.50093122355862	-7.452440912712269
CHEMBL1824	CHEMBL1683964	-5.247024	-4.876678924314318	-5.715087328732454	-4.375524736580749
CHEMBL279	CHEMBL3965625	-6.907755	-6.561424944514708	-7.113625731408284	-5.8455174654841615
CHEMBL5407	CHEMBL3676269	-3.178054	-2.106243270274258	-3.6289508540697692	-1.7315852694955565
CHEMBL3983	CHEMBL3666778	-6.150603	-4.123108233611109	-3.9587894064854083	-4.272921326791647
CHEMBL1907605	CHEMBL3775509	-2.890372	-4.4069888245788835	-4.5748546331925075	-4.358579729264154
CHEMBL3553	CHEMBL1938656	-7.299797	-6.731084807107292	-7.073555316559165	-6.721094160857855
CHEMBL2850	CHEMBL419903	-6.907755	-5.117676071817814	-4.4270298162198864	-4.563769502938556
CHEMBL203	CHEMBL3904450	-6.907755	-4.439724348716499	-4.945687818766286	-5.123829777424307
CHEMBL2094128	CHEMBL565490	-5.991465	-6.064796099502525	-6.073256726810666	-4.518338424646032
CHEMBL203	CHEMBL3924442	-3.912023	-4.536203850769023	-3.575736183893347	-4.931891534185108
CHEMBL2185	CHEMBL2023302	-5.081404	-3.6004392240361853	-3.641525589124326	-4.027210391747623
CHEMBL2147	CHEMBL3651903	-0.0	-0.5565558641725435	-1.1036863488336124	-0.8620623722849095
CHEMBL4937	CHEMBL3933511	-1.960095	-1.103006413000002	-1.8681075333415555	-1.2779361960463067
CHEMBL2850	CHEMBL407113	-6.175867	-5.898371709777771	-7.01080965627403	-4.714316001451467
CHEMBL2148	CHEMBL3665138	0.356246	1.6539834226686703	0.792056706698411	1.7205914216081908
CHEMBL2431	CHEMBL3701768	-0.262364	-0.2765483600000004	-1.0968149944511776	0.2604578760334837
CHEMBL3234	CHEMBL1242109	-2.944439	-4.233038427174537	-2.9202103402794783	-5.144458260887365
CHEMBL1936	CHEMBL377193	-6.214608	-5.907963929286534	-7.6573826548305	-5.850835444739609
CHEMBL1974	CHEMBL3901119	-9.049159	-8.315113136722983	-7.259878615523285	-7.402308740978652
CHEMBL203	CHEMBL1230790	-6.860664	-7.445372442701129	-6.490898817567017	-6.746731697077465
CHEMBL2292	CHEMBL3787512	-8.433812	-8.418679008389557	-8.559499641640251	-8.762891286221187
CHEMBL301	CHEMBL2158845	-2.944439	-3.1440077926293366	-2.372940586941099	-3.1900708113494276
CHEMBL2041	CHEMBL2403369	-1.791759	-3.939189499460323	-3.5482660375034762	-4.228044196694221
CHEMBL4523	CHEMBL2442290	-4.488636	-4.732788793669553	-3.214436710527109	-5.297735712475415
CHEMBL203	CHEMBL359705	-7.358194	-5.235809256192387	-6.295454939592339	-4.9508173491551
CHEMBL331	CHEMBL72461	-8.188689	-6.539355982925959	-7.206282672594236	-7.116765913442725
CHEMBL2292	CHEMBL4070065	-8.961879	-7.447089488742044	-8.046666932035277	-8.2754258730173
CHEMBL4501	CHEMBL3685287	-5.298317	-3.6846376100202423	-2.771772700193981	-2.657090941051343
CHEMBL4142	CHEMBL3978349	-2.348514	-2.4616088387465904	-1.7448476962522843	-2.59386894714491
CHEMBL2971	CHEMBL3335681	-5.198497	-3.732494598974434	-4.241679415411349	-3.3813920727227167
CHEMBL1868	CHEMBL206279	-5.703782	-5.972403281005206	-5.8366033750659145	-6.450935367085833
CHEMBL2148	CHEMBL3927961	-6.907755	-6.247190147497482	-6.650277048408063	-6.310029534288884
CHEMBL3650	CHEMBL2086727	-6.44254	-6.246574385626215	-7.496842099891972	-6.543437998954764
CHEMBL3973	CHEMBL3701239	0.693147	-2.7320292562240636	-2.045195029963784	-3.300171460190557
CHEMBL3961	CHEMBL2401986	-6.928538	-6.316675600889538	-6.733413951309324	-6.04265138751362
CHEMBL3529	CHEMBL3682431	-1.386294	-3.3722536382953225	-3.0356161128579533	-3.2038748502219483
CHEMBL1991	CHEMBL249103	-4.553877	-4.610947604380952	-4.848407033748651	-3.753818873707519
CHEMBL2185	CHEMBL259084	-8.648221	-6.623538941838584	-7.7413161500441365	-5.387043578340848
CHEMBL4898	CHEMBL3678283	1.609438	1.524654478999999	1.3340204735742633	1.1350908043126484
CHEMBL4722	CHEMBL3670429	-6.363028	-6.004997825846581	-8.66177642852071	-5.233903773693981
CHEMBL3234	CHEMBL1076203	-3.988984	-5.896484236006294	-6.440420682462252	-5.83167809669931
CHEMBL2148	CHEMBL3335688	-3.433987	3.7355401734208833	4.703438652795647	2.170339678494827
CHEMBL4523	CHEMBL2048863	-3.218876	-3.313912998738684	-2.491520263197247	-3.1802826803350066
CHEMBL279	CHEMBL383333	-5.736572	-5.597156913417416	-5.675211678375881	-5.646492521253473
CHEMBL3234	CHEMBL1083001	-2.639057	-4.345749076130841	-4.094051258528056	-5.252446780072393
